year,month,day,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021,06,21,18.1,15.2,22.5,1.6,0,304,14.4,40.7,1007.2,48
2021,06,22,14.7,13.5,16.6,2.9,0,17,11.5,24.8,1014.6,0
2021,06,23,16.4,13.5,21.1,0,0,328,10.4,27,1018.6,156
2021,06,24,17.6,13.6,21.3,0,0,343,9.7,25.9,1017.9,60
2021,06,25,18.3,12.2,24.3,0,0,268,7.9,27.7,1017.5,738
2021,06,26,19.1,10.5,26.2,0,0,111,6.8,24.1,1017.3,642
2021,06,27,20.7,12.7,27.9,1.8,0,127,10.1,43.2,1014.3,378
2021,06,28,22.2,15.3,28.7,0,0,162,9.7,43.9,1012.5,468
2021,06,29,19.6,14.9,25.7,13.2,0,227,10.8,48.2,1010.6,204
2021,06,30,16.2,13.5,20.4,1.9,0,254,12.2,34.6,1011.1,84
2021,07,01,13.7,12.7,15.5,3.3,0,280,11.9,33.5,1015.3,0
2021,07,02,17,11.9,22.8,0,0,195,7.9,29.5,1016.7,654
2021,07,03,18.9,11.3,27.1,1.5,0,128,7.6,36.4,1014.2,576
2021,07,04,17.2,14.3,24.3,14.5,0,122,7.6,51.1,1009.7,228
2021,07,05,17.7,14.2,21.4,1.7,0,143,10.1,36.4,1008.2,18
2021,07,06,19,14.2,23.4,4.4,0,166,17.6,50,1007.4,162
2021,07,07,19,13.7,25.3,0,0,169,10.8,38.9,1014.9,324
2021,07,08,17.1,12.6,22.6,3.6,0,144,6.8,31,1019.5,90
2021,07,09,17.7,15.2,23,5.7,0,189,8.3,25.9,1020.1,54
2021,07,10,18.3,12.7,24.2,9.5,0,112,7.9,49.3,1015.9,168
2021,07,11,18,13.3,22.9,0,0,252,5.8,18.4,1015.5,240
2021,07,12,19.8,13,24.8,8,0,124,8.6,29.5,1010.3,396
2021,07,13,19.3,16.9,22.8,2.2,0,332,9,27.7,1007.9,24
2021,07,14,16.9,15.6,17.7,106.9,0,138,8.3,30.2,1008,0
2021,07,15,18.8,12.8,23.5,0,0,62,9,31,1012.7,48
2021,07,16,17.8,16.2,19.5,0,0,331,13.7,30.2,1020.5,0
2021,07,17,19.9,14.6,26.4,0,0,334,13.3,31.3,1023,408
2021,07,18,20.2,13.3,26.8,0,0,343,11.2,36.4,1021.8,870
2021,07,19,17.3,12.4,21.5,0,0,354,9.7,24.1,1020.5,240
2021,07,20,17.1,9.8,23.6,0,0,56,7.6,23.4,1020,678
2021,07,21,18.1,9.5,24.9,0,0,72,7.9,26.6,1021.9,774
2021,07,22,19.2,11.4,25.4,0,0,58,7.2,22.3,1020.2,600
2021,07,23,20.3,13.1,27.3,0,0,11,6.8,21.6,1015.3,804
2021,07,24,18.2,12.8,22,3.9,0,138,7.2,25.2,1008.8,48
2021,07,25,20.3,14.2,27,0,0,144,10.1,38.9,1008,540
2021,07,26,19.8,14.8,25.6,0.6,0,163,11.5,45,1010,318
2021,07,27,18.4,14.7,24.8,1.7,0,168,10.1,44.3,1011.6,102
2021,07,28,18.9,14.7,23.9,0,0,192,15.8,43.9,1010.4,144
2021,07,29,18.2,13.8,23.2,0,0,237,15.1,43.2,1011.5,234
2021,07,30,19.3,11.2,26.3,3.3,0,179,14.8,43.9,1008.2,468
2021,07,31,17.8,13.8,22.3,0,0,235,16.2,46.8,1008.5,126
2021,08,01,17,13.2,22.2,2.7,0,251,10.1,54.4,1009.7,270
2021,08,02,15.5,10.8,19.4,4.4,0,298,8.3,35.3,1013.3,162
2021,08,03,14.3,10.3,19.1,4.3,0,107,6.8,20.5,1012.5,54
2021,08,04,16.5,11.4,22.8,1.3,0,151,5.8,34.6,1012.2,300
2021,08,05,17.9,13.5,23.2,1.2,0,134,7.9,23.4,1007.9,318
2021,08,06,18.2,15.5,22.2,14.6,0,183,14,43.9,1003.9,108
2021,08,07,17.9,13.9,22.8,1.1,0,178,13.7,39.6,1003.1,186
2021,08,08,16.6,11.8,20.4,8.8,0,209,14.8,41.4,1009.9,228
2021,08,09,16.9,13.7,21.8,3.7,0,177,12.6,42.5,1015.9,138
2021,08,10,17.5,12.5,23.9,8.6,0,181,8.6,40.7,1016.4,330
2021,08,11,18.6,11.9,24.9,0,0,99,5.8,21.6,1018.6,510
2021,08,12,20.1,12.9,27.1,0,0,123,6.1,14.8,1018.7,510
2021,08,13,19.7,13.9,25.9,0,0,301,10.4,33.8,1020.4,516
2021,08,14,19.1,12.1,26.6,0,0,353,8.3,27.7,1019.7,816
2021,08,15,20.8,12.1,28.3,0,0,158,9.4,37.1,1013,630
2021,08,16,15.7,11.5,21,3.1,0,266,17.6,57.2,1012.7,42
2021,08,17,14.1,11.6,17.3,4.2,0,252,13.3,43.2,1017.3,6
2021,08,18,16.4,14.2,19,0.9,0,257,10.1,25.9,1015.2,6
2021,08,19,17.6,13.8,20,0,0,250,10.4,31.3,1014.1,6
2021,08,20,17.3,13.2,22.9,1.4,0,233,7.9,24.1,1016.5,138
2021,08,21,19.2,11.6,25.9,3.6,0,124,7.6,22.3,1016.5,468
2021,08,22,18.7,16.3,22.4,9,0,229,10.4,37.8,1015.6,174
2021,08,23,17.1,11.6,20.5,0.1,0,32,8.6,32.8,1021.4,168
2021,08,24,15.6,9,22.4,0,0,67,9.7,28.4,1025.3,630
2021,08,25,16.1,8,22.6,0.3,0,8,9.4,33.8,1020.7,714
2021,08,26,15.1,10.8,19.1,2.4,0,313,14.4,52.9,1014.1,162
2021,08,27,13.9,10.5,18.2,4.8,0,309,12.2,53.6,1016.2,84
2021,08,28,15.4,13.2,20.1,8.2,0,331,13,31.3,1017.6,90
2021,08,29,15,13.7,16.9,4.3,0,316,13.3,31.3,1017.3,0
2021,08,30,16.2,12.1,21,0.7,0,333,11.5,28.4,1018.4,126
2021,08,31,15,10.4,21.1,0,0,323,8.3,29.2,1023.6,198
2021,09,01,14.3,9.7,18.1,0,0,344,8.6,20.5,1027.1,30
2021,09,02,15.3,7,23.4,0,0,116,6.1,22.3,1025.1,630
2021,09,03,17.8,8.4,26.6,0,0,119,6.8,22.3,1019.4,738
2021,09,04,17.8,10.2,25.7,0,0,51,6.8,24.1,1016.9,732
2021,09,05,18.3,10.9,26.9,0,0,120,6.1,16.6,1019.5,708
2021,09,06,17.7,10.4,25.3,0,0,82,6.8,25.2,1022.8,630
2021,09,07,17.9,10.3,26.1,0,0,118,6.1,20.5,1022.2,420
2021,09,08,19.6,11.3,27.1,0,0,122,11.2,33.5,1015.5,726
2021,09,09,20.5,14.5,28,6.9,0,138,9,24.1,1010.4,462
2021,09,10,19.8,17.3,23.8,8.6,0,151,8.6,39.6,1012.9,150
2021,09,11,19.1,16.1,23.1,0,0,248,10.1,31.3,1016.5,288
2021,09,12,16.8,10.9,22.6,0,0,206,6.8,23.4,1017.6,432
2021,09,13,15.4,9,22.5,0,0,104,6.1,14.8,1017.4,438
2021,09,14,18.4,9.7,24.6,0.1,0,135,8.6,24.1,1013.4,396
2021,09,15,19.4,16.3,21.6,0.8,0,171,11.2,35.3,1010.9,0
2021,09,16,15.8,11.9,19.6,0,0,294,9.7,27.7,1016.2,84
2021,09,17,15.3,10.9,21.5,0,0,126,5.8,16.6,1015.8,162
2021,09,18,15.8,8.9,22.3,0,0,99,6.5,18,1015.5,462
2021,09,19,14.7,9.5,18.7,0,0,110,11.5,31.3,1014.6,288
2021,09,20,13.3,8.6,16.7,0,0,100,8.6,20.5,1019.8,54
2021,09,21,12.3,6.7,18.1,0,0,76,5.8,18.4,1028.4,438
2021,09,22,11.6,5.1,20,0,0,137,5.8,13,1027.6,576
2021,09,23,14.9,5.6,22.2,0,0,200,12.2,42.5,1018.9,570
2021,09,24,17.3,13.8,20.8,0,0,252,9.4,25.9,1016.2,66
2021,09,25,16.8,10.2,23.4,0.3,0,136,7.9,25.9,1015.5,630
2021,09,26,18.4,15.5,22.9,0,0,147,11.2,27.7,1015,288
2021,09,27,16.2,10.6,21.1,4.8,0,157,13,57.2,1016,132
2021,09,28,12.6,7.6,16.7,0,0,139,9,25.9,1021.6,270
2021,09,29,11.4,8.5,15.5,7,0,180,13,54.4,1018.3,198
2021,09,30,11.1,6.2,16.4,0,0,204,11.2,27.7,1024.9,294
2021,10,01,13.1,8.4,19.4,2.4,0,149,14.4,36.4,1017.1,330
2021,10,02,15.2,11.7,19.7,0.1,0,149,16.6,50.8,1008.3,48
2021,10,03,17.5,10.9,21.9,2.3,0,181,22.7,62.3,1002.7,0
2021,10,04,13.2,10.3,18,0,0,165,13.3,36.4,1015.7,318
2021,10,05,12.6,9.5,18.5,4.8,0,145,15.5,44.3,1008.3,252
2021,10,06,11.3,9,12.6,4.1,0,215,15.5,40.7,1015.4,18
2021,10,07,12,6.4,16.6,0,0,107,6.1,16.6,1026.4,294
2021,10,08,10.5,3.2,18.6,0,0,104,6.5,21.6,1029.3,570
2021,10,09,10.6,3.5,18.5,0,0,127,6.1,15.5,1027.9,606
2021,10,10,8.8,2.3,16.9,0.4,0,136,6.5,14.8,1026.4,594
2021,10,11,9.9,3.8,14.8,2.5,0,302,7.6,25.9,1025.3,78
2021,10,12,9.2,3.5,12.7,9.8,0,277,8.6,27.7,1020.2,30
2021,10,13,8,2,13.5,0,0,214,5,18.4,1024.8,114
2021,10,14,11.6,9.4,14.6,0.5,0,223,6.8,25.2,1023.6,0
2021,10,15,9.6,3,13.7,0.5,0,210,9.4,29.2,1018.2,108
2021,10,16,6.6,1.8,13.6,0,0,89,5.4,13,1021.7,252
2021,10,17,7.8,0.4,14.8,0,0,132,6.5,14.8,1020.7,444
2021,10,18,9.2,3.2,14.5,3.7,0,118,14.4,33.5,1022.5,384
2021,10,19,13.8,10.1,17.8,0.1,0,145,14,25.9,1018.1,0
2021,10,20,15.7,12.8,17.4,1.1,0,166,16.6,40,1006.3,0
2021,10,21,10.8,5.5,17.4,6.9,0,238,25.9,81,1002.8,48
2021,10,22,8,2.5,11.9,0.3,0,246,15.8,57.2,1017.8,144
2021,10,23,8.1,5.3,11.7,0,0,128,6.5,14.8,1027.1,66
2021,10,24,7.8,0.3,14.1,0,0,122,14.8,38.2,1023.8,552
2021,10,25,10.1,3.8,16.7,0.3,0,151,10.4,24.1,1018.8,360
2021,10,26,12.1,8.7,17.1,0,0,201,10.8,31.3,1021.1,246
2021,10,27,12.3,8.5,17.1,0,0,167,12.2,27.7,1023.3,132
2021,10,28,10.1,7.8,15.1,0,0,124,16.6,35.6,1017.2,534
2021,10,29,12.2,8.1,17.5,0,0,130,19.8,46.4,1009.2,276
2021,10,30,12,11.2,13.5,0.2,0,131,19.1,43.9,1004.2,0
2021,10,31,13.4,8.6,18.1,11.4,0,140,14,61.2,1002.8,72
2021,11,01,10.2,5.9,14.8,0,0,176,13.7,42.1,1000.5,456
2021,11,02,7.4,1.5,9.8,5.3,0,145,9,22.3,1000.3,18
2021,11,03,6,2.2,7.5,7.7,0,44,10.1,22.3,1000.2,0
2021,11,04,6.8,4.9,8.7,0.6,0,293,9.4,24.1,1006.4,0
2021,11,05,7.9,5.2,10.5,0,0,256,5.8,18.4,1021.9,0
2021,11,06,8.3,3.5,12.6,0.1,0,190,10.4,38.2,1026.8,354
2021,11,07,9.5,6.3,11.9,0.5,0,250,16.6,37.8,1017.3,30
2021,11,08,8,5.7,11,0,0,192,4.7,13,1022.6,12
2021,11,09,6.7,1.2,12.5,0,0,129,7.6,27,1026.3,474
2021,11,10,2.9,-2.4,8.8,0,0,124,6.5,13,1024.7,276
2021,11,11,1.4,-3.5,9.3,0,0,119,5.8,13.7,1024.4,300
2021,11,12,3.7,-2.1,7.7,1.4,0,125,13.7,31,1017.9,306
2021,11,13,7.3,3.9,9.2,5.8,0,119,11.5,27,1012.6,0
2021,11,14,7.8,4.1,10.3,0,0,49,7.9,25.9,1021,6
2021,11,15,7,5.8,7.9,0,0,74,7.2,19.1,1024.5,0
2021,11,16,5.5,4.8,6,0.1,0,151,5,14.8,1022.1,0
2021,11,17,6.4,4.5,8.9,0.1,0,208,6.8,18,1022.2,0
2021,11,18,7.5,3.1,11.6,0.3,0,195,8.3,27.7,1028.6,198
2021,11,19,10,9.1,11.2,0.4,0,246,9.7,23.4,1029.4,0
2021,11,20,8.6,3.5,10.4,0.3,0,206,6.8,18.4,1023.7,0
2021,11,21,6.3,1.8,8.2,2.4,0,272,6.5,16.6,1013,0
2021,11,22,2.9,-4.6,7.6,0,0,3,10.4,31.3,1024.5,372
2021,11,23,1.4,-4.2,4.8,0,0,114,5.4,11.2,1030,0
2021,11,24,3.5,-2.2,7.2,0,0,116,6.8,24.1,1021.5,0
2021,11,25,3,-0.1,5.4,0.1,0,186,5.4,18,1011.2,138
2021,11,26,4.3,3.3,5.5,3.6,0,199,14.4,42.5,996.4,0
2021,11,27,3,0.2,6,0,0,182,11.2,28.4,989.5,174
2021,11,28,2.7,1.5,4.2,0,0,21,8.3,29.2,997.1,0
2021,11,29,2.1,-1.4,4.1,7.1,0,274,11.2,35.3,1007.6,0
2021,11,30,6.6,2.6,9.3,5.8,0,246,20.2,52.6,1007.7,0
2021,12,01,8,5.2,10.2,4.6,0,228,22,54.4,996.3,0
2021,12,02,3.4,-0.9,5.5,0.5,0,287,15.1,40.7,1002.5,18
2021,12,03,2.4,-1.2,4.3,0.3,0,181,13,37.1,1008.9,0
2021,12,04,4.2,2.4,5.5,2.8,0,150,13.3,34.6,997.4,0
2021,12,05,4.1,1.5,6.1,0.1,0,140,10.8,25.2,1003,18
2021,12,06,2.4,-1.1,6.2,8.8,0,135,10.1,38.9,1011.5,318
2021,12,07,4,0.3,6.6,0.2,0,191,17.3,44.3,1006,210
2021,12,08,4.5,1.1,6.9,0,0,151,14.4,47.5,998.3,0
2021,12,09,2.8,-0.5,4.6,0.5,0,151,10.4,24.1,1003.8,138
2021,12,10,2.7,-1.4,4.2,0.1,0,125,15.1,42.1,995.4,0
2021,12,11,2.9,-0.4,6.5,0.6,0,249,7.2,31,1014.8,6
2021,12,12,5.4,2.2,7.8,7.1,0,146,11.2,26.6,1023.4,0
2021,12,13,8.2,7.2,9.9,0,0,163,7.9,20.5,1027.1,0
2021,12,14,7.6,6.8,8.3,0,0,196,6.5,16.6,1027.7,0
2021,12,15,8.4,7.4,9.8,0.1,0,177,5.4,16.6,1031.3,0
2021,12,16,8.4,6,9.9,0,0,118,4,14.8,1036.6,0
2021,12,17,7,0.7,8.5,0,0,110,4.3,14.8,1039,0
2021,12,18,3.6,-0.1,5.6,0.4,0,181,4.7,16.6,1038.1,0
2021,12,19,5.7,5.3,6.2,0.1,0,292,10.8,29.5,1030.5,0
2021,12,20,3.2,-3.9,6.8,0,0,42,9,20.5,1026.9,348
2021,12,21,-2.3,-7.6,3.6,0,0,116,6.5,13,1026.1,390
2021,12,22,-1.3,-6.2,2,0,0,118,13.7,31.3,1023.8,318
2021,12,23,2.2,-1.3,7.2,0.7,0,126,15.5,36.4,1011.3,0
2021,12,24,8.7,6.6,10.4,7,0,249,13.7,43.2,1004.5,6
2021,12,25,3.1,-0.2,7.2,3.2,0,81,13,31.3,1006.1,0
2021,12,26,1.9,0.1,3.2,0,0,115,18.4,36.4,1006.1,0
2021,12,27,5.6,2.8,8,5.1,0,120,16.2,27.7,1000.1,42
2021,12,28,8.7,6.8,10.9,13.6,0,166,16.9,66.6,994.5,18
2021,12,29,9.6,8.2,13,6.1,0,230,14.8,43.9,1006.1,18
2021,12,30,13.5,10.6,15.2,0,0,233,15.1,50,1015.8,0
2021,12,31,13.5,11.4,15.5,0,0,218,13,38.9,1019.8,60
2022,01,01,12.3,9.2,14.6,0.3,0,182,12.2,29.5,1023.4,138
2022,01,02,11.1,8.7,13.6,5.9,0,165,14.4,56.2,1014.6,0
2022,01,03,9.4,7.6,11.2,13,0,223,14.8,50.8,1010.8,6
2022,01,04,6.5,2.9,8,12.9,0,208,7.9,31,998.1,0
2022,01,05,3.3,0.9,5.1,1.5,0,269,20.5,52.6,1006.3,0
2022,01,06,2.4,-0.3,4.5,0.4,0,242,8.6,22.7,1018,24
2022,01,07,2.7,0.5,5.4,0.7,0,178,13.3,42.5,1012.6,6
2022,01,08,2.4,-0.4,4.2,11.3,0,176,13.7,40,1006.2,36
2022,01,09,4.4,1.3,5.6,0.2,0,246,16.2,61.6,999.7,0
2022,01,10,1.1,-2.7,6.2,0,0,122,6.1,18.4,1021.3,318
2022,01,11,0.3,-3.3,5,0,0,127,9.4,20.5,1033.5,324
2022,01,12,1.2,-1.2,3,0,0,124,5,13,1038.9,0
2022,01,13,2.1,-2.6,6.6,0,0,140,6.8,18.4,1040.3,300
2022,01,14,0.7,-4,4.5,0,0,95,6.1,16.6,1035.5,210
2022,01,15,1.4,0.2,2.5,0,0,118,15.8,29.5,1028.4,0
2022,01,16,3.6,1.6,5.7,0.6,0,220,12.6,35.6,1025.5,0
2022,01,17,5.6,4.1,7.3,0.6,0,280,15.1,38.9,1032.8,0
2022,01,18,6.1,1.2,8,0,0,349,6.1,18.4,1036.7,0
2022,01,19,3.8,1.7,5.6,2.9,0,193,11.2,31.3,1025.2,0
2022,01,20,2.9,-0.1,5.2,0.1,0,301,18.4,52.6,1026.6,78
2022,01,21,2.5,-0.2,4.7,0.7,0,289,12.6,33.5,1032.7,0
2022,01,22,4.5,3.4,5.7,0.7,0,282,11.9,33.5,1033.4,0
2022,01,23,4.5,1.1,6,0,0,80,5.4,16.6,1035.1,0
2022,01,24,3.5,-0.2,4.5,0,0,125,10.8,25.9,1033.8,0
2022,01,25,2.3,1.8,3,0,0,89,6.8,18.4,1033.1,0
2022,01,26,2,1.5,2.5,0,0,254,11.9,29.5,1031.8,0
2022,01,27,4.8,1.6,7.6,3.1,0,240,17.3,48.6,1025.5,0
2022,01,28,4.8,1.8,8.2,0,0,277,13,38.2,1032.4,270
2022,01,29,7.8,5,10.8,1.5,0,237,18.7,58.7,1025.1,0
2022,01,30,5,1.1,7.4,2.4,0,277,17.3,49.3,1026.7,84
2022,01,31,4.3,2.6,5.6,7.5,0,262,26.6,65.9,1011.6,0
2022,02,01,5.3,1.4,8.6,3.1,0,267,20.5,55.1,1015.9,0
2022,02,02,7.7,5.8,10.5,1.2,0,277,16.6,56.2,1018.4,162
2022,02,03,7.1,6,8.3,0,0,208,9.7,27.7,1016.6,0
2022,02,04,6.6,2.5,9,1.5,0,225,18,62.3,1011.6,0
2022,02,05,5,2.4,8,0.6,0,237,19.1,46.4,1019.4,204
2022,02,06,6.3,2.7,8.1,11.7,0,234,25.6,78.8,1006.3,0
2022,02,07,4.5,1.6,7.3,1.3,0,271,19.1,51.8,1021.2,24
2022,02,08,7.9,4.2,10.6,1.8,0,224,12.6,35.3,1027.8,0
2022,02,09,8.4,1.4,10.3,0,0,215,9.4,27.7,1025.6,0
2022,02,10,5,1.7,8.1,9.9,0,201,9.4,40,1020.4,6
2022,02,11,3.3,-2.2,7.7,0,0,279,15.8,56.9,1028.5,192
2022,02,12,1.4,-4.6,6.8,0,0,123,13,43.2,1028.3,504
2022,02,13,5.2,-2.1,11.8,0,0,132,17.3,46.4,1013.4,510
2022,02,14,9.3,4.4,12.5,0,0,185,18,50,1003.3,144
2022,02,15,7.3,4.1,10.2,2.9,0,222,15.8,45,1009.9,186
2022,02,16,11.3,7.1,15.3,1.5,0,213,22.7,74.5,999.5,0
2022,02,17,10,5.3,13.8,0.5,0,264,31.7,91.4,1004.9,222
2022,02,18,9.1,5.9,14.2,2.3,0,208,28.1,114.8,1002.8,12
2022,02,19,6.4,4,9.8,0,0,237,29.9,76,1011.8,324
2022,02,20,8.7,2.2,11.8,12.7,0,225,24.5,87.1,1007,0
2022,02,21,5.7,3.1,7.2,2.4,0,264,30.6,77,1003,96
2022,02,22,7,2.7,10.3,2.2,0,250,17.6,66.6,1017.6,0
2022,02,23,7.2,1.7,12,0,0,213,11.2,29.5,1023.6,558
2022,02,24,6.9,0.6,12,4.5,0,203,17.3,87.1,1012.9,36
2022,02,25,3.3,-1.1,7.2,3,0,250,14,47.5,1022.9,66
2022,02,26,2.9,-0.4,7.3,0,0,99,7.2,24.1,1033.7,378
2022,02,27,4.3,-3.2,9.4,0,0,113,17.6,50,1031.5,582
2022,02,28,5.2,-4.1,10.8,0,0,119,14,40.7,1030.3,594
2022,03,01,4.8,1.2,9.2,0,0,113,13.7,33.5,1028.1,204
2022,03,02,5.7,0.2,12.1,0,0,110,9.4,24.1,1022.8,516
2022,03,03,5.2,-2.7,12.8,0,0,106,10.4,27.7,1018.3,564
2022,03,04,3.9,-3.9,11.1,0,0,118,9,23.4,1020,606
2022,03,05,2.9,-1.7,9,0,0,116,12.6,31.3,1020.7,612
2022,03,06,1.4,-4.1,8.1,0,0,56,9,40,1024,348
2022,03,07,1.6,-4.9,7.8,0,0,89,10.4,35.3,1025.3,600
2022,03,08,4.6,-1.6,10.5,0,0,117,18,56.2,1021.9,624
2022,03,09,6.8,-0.3,13.5,0,0,116,13.3,31.3,1022.7,630
2022,03,10,8.9,-1.2,16.2,0,0,118,15.5,51.8,1022.7,636
2022,03,11,8.8,4.5,13.2,0,0,120,26.3,52.9,1016.5,600
2022,03,12,10.1,6.1,14.5,0,0,136,18,38.9,1017,366
2022,03,13,10.4,2.5,17.1,9.7,0,126,15.1,37.8,1014.9,354
2022,03,14,8.9,2.6,13.6,0.2,0,191,10.4,31.3,1024.4,150
2022,03,15,6.1,0.7,9.3,1.3,0,106,7.9,21.6,1024.9,0
2022,03,16,8,-0.9,12.9,0.8,0,117,18,48.2,1023.1,384
2022,03,17,8.1,1.3,11.3,1.8,0,342,14.4,38.9,1028.5,0
2022,03,18,7,-2.1,16.1,0,0,58,10.1,38.9,1040.7,648
2022,03,19,7.6,-0.6,14.4,0,0,78,17.6,52.6,1038,636
2022,03,20,8,3.1,12.5,0,0,120,16.6,55.4,1027.9,186
2022,03,21,12,5.1,18.5,0,0,115,10.1,35.3,1030,612
2022,03,22,11.7,3.5,18.5,0,0,110,10.4,27,1030.5,672
2022,03,23,9.8,-0.4,18.9,0,0,98,7.9,24.1,1029.5,672
2022,03,24,9,-0.9,18.4,0,0,59,7.9,29.2,1028.2,672
2022,03,25,9.7,-1,18.4,0,0,67,8.6,29.5,1028.3,684
2022,03,26,10.6,0.4,19.1,0,0,49,7.9,48.6,1029.9,660
2022,03,27,11,2.1,18.8,0,0,16,6.8,24.1,1028.7,642
2022,03,28,11.9,3.6,20.1,0,0,11,9,32.8,1020.7,594
2022,03,29,10.9,6,16.4,0.5,0,30,7.9,27.7,1010.3,132
2022,03,30,9.5,5.7,14.3,3.3,0,17,9.7,37.1,1002.4,342
2022,03,31,5,2.3,6.9,8.7,0,33,9.7,24.1,998.5,0
2022,04,01,1.5,0,2.8,3.6,0,358,17.6,48.2,1005.3,0
2022,04,02,1.4,-0.4,4.5,0,20,359,14.4,40,1015.8,72
2022,04,03,3.4,-1.2,8,0,0,325,9.4,29.2,1021.4,258
2022,04,04,4.7,-0.4,7.8,7.1,0,224,20.5,56.9,1012.2,66
2022,04,05,10.1,7.6,12.2,4.9,0,252,18,46.8,1005.9,0
2022,04,06,10.3,9,11.8,0.1,0,225,19.4,45.7,1002,0
2022,04,07,10.5,5.3,14.5,9.6,0,226,30.2,79.6,989.8,246
2022,04,08,5.6,2.6,8.1,0.1,0,230,10.8,40.7,998.3,18
2022,04,09,6,1.6,11,0.3,0,279,19.4,61.2,1011.1,252
2022,04,10,5.2,-0.7,11.2,0,0,265,9.4,35.6,1019.9,420
2022,04,11,9.9,3.3,16.1,0,0,113,14.8,37.1,1016.1,690
2022,04,12,15.7,8.8,23.1,0,0,123,17.6,44.3,1010.3,570
2022,04,13,15.2,7.7,21.4,0.2,0,353,10.1,28.4,1015.3,378
2022,04,14,14.3,9.5,20.1,0.2,0,309,8.6,28.4,1020.6,216
2022,04,15,10.5,3.1,16.2,0,0,356,11.2,31.3,1026,744
2022,04,16,10.6,3.4,17.5,0,0,82,12.2,42.5,1030.1,756
2022,04,17,10.9,0.6,18.2,0,0,123,11.2,38.2,1025.9,786
2022,04,18,11.8,1.6,19.8,0,0,104,8.6,24.1,1017.5,780
2022,04,19,12,0.5,20.2,0,0,89,10.1,35.6,1012.8,744
2022,04,20,12.3,3.8,18.7,0,0,76,13.7,39.6,1014.1,792
2022,04,21,11.8,2.5,18,0,0,82,11.2,32.8,1010.4,420
2022,04,22,12.2,3.2,18.9,0,0,63,15.1,40.7,1004.7,390
2022,04,23,13.4,8.1,17.9,0,0,94,18.4,48.2,1002.6,528
2022,04,24,13.3,4.6,19.3,8.2,0,54,13,38.9,1001.6,294
2022,04,25,9.6,6.3,14.9,0.3,0,67,10.1,46.4,1009.8,186
2022,04,26,8.9,5.8,12.6,4.6,0,293,9,36.4,1016.3,12
2022,04,27,11,3.8,17.5,0,0,330,7.9,24.1,1023.9,648
2022,04,28,11.5,2.7,18.5,0,0,357,7.6,29.2,1027.8,768
2022,04,29,11.1,4.4,17.5,2.5,0,356,10.4,33.5,1026.5,114
2022,04,30,9.6,4.3,15,0,0,344,14,33.5,1024.5,288
2022,05,01,9.8,0.7,16.3,0,0,0,9.4,31.3,1021.9,138
2022,05,02,12.9,6.2,20,0.3,0,335,7.9,27.7,1017.5,456
2022,05,03,13.3,6.9,19.6,0,0,327,11.5,35.6,1016.6,744
2022,05,04,11.8,5.2,18.5,0,0,313,9,32.8,1017.2,582
2022,05,05,12.3,4.9,19.4,0,0,56,8.3,27.7,1021.1,438
2022,05,06,13.4,3.6,21.5,0,0,38,7.9,31.3,1023.9,660
2022,05,07,14.8,5.9,22.9,0.2,0,65,7.9,32,1022.4,630
2022,05,08,14.2,8.4,20.8,0,0,351,11.5,40,1024.8,558
2022,05,09,16.8,5.1,25.4,0,0,114,8.3,35.3,1023.6,744
2022,05,10,20.2,10,27.1,0,0,173,13.3,38.9,1016.9,402
2022,05,11,22,14.8,29,0,0,234,14.4,54.4,1010.4,642
2022,05,12,16.4,10.2,21.9,0,0,288,13,51.1,1017.2,564
2022,05,13,14.8,8.2,20.7,0,0,253,13,42.1,1019.6,654
2022,05,14,15.4,6.8,22.9,0,0,271,7.6,25.2,1020.5,822
2022,05,15,18.4,6.7,26.8,0,0,123,9.4,32,1017.4,804
2022,05,16,17.8,11.5,26,8.3,0,134,9.7,43.2,1015.8,234
2022,05,17,18.8,9.3,25.6,0,0,117,9,24.1,1019.8,324
2022,05,18,23.4,16.8,29.8,0,0,122,12.6,35.3,1019.4,714
2022,05,19,20.7,15.4,30.3,4.4,0,140,13.3,74.5,1018.3,432
2022,05,20,18.3,12,25.1,5.1,0,174,13.3,61.6,1017.7,156
2022,05,21,14.7,9.9,20.5,0,0,273,13,35.6,1020.6,276
2022,05,22,16.9,8.7,23.9,0,0,123,7.6,25.9,1014,816
2022,05,23,17.9,13.5,24,17.2,0,132,14.4,52.6,1001.8,126
2022,05,24,13.9,9.5,19,6.7,0,231,13,46.4,1006.7,240
2022,05,25,15.3,9.1,20.8,0,0,215,13.3,40,1015.3,576
2022,05,26,17.6,14.1,21.9,0,0,257,18.4,45,1020.1,318
2022,05,27,15,7.3,20.5,2.2,0,285,20.9,56.9,1020.4,456
2022,05,28,12.2,6.3,17.5,0,0,300,16.6,38.9,1019.5,486
2022,05,29,9.3,4.2,14.6,3.6,0,307,9.4,41.4,1014.4,132
2022,05,30,11.1,6.1,16.3,0,0,356,5.8,19.8,1012.9,180
2022,05,31,13.1,7.2,20,0.5,0,114,7.2,27.7,1012.4,354
2022,06,01,12.7,6.7,19.1,0,0,245,11.9,46.8,1015.2,546
2022,06,02,14.1,3.6,21.6,0,0,81,7.9,28.4,1019.8,900
2022,06,03,18.4,6.3,26.4,0,0,88,7.9,25.9,1016.1,594
2022,06,04,20.1,11.5,27,0,0,78,7.6,31.3,1017,576
