year,month,day,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022,06,05,18.7,16.6,21.3,5.3,0,123,15.1,52.9,1013.1,54
2022,06,06,18.2,12.4,22.7,0.5,0,241,14.8,46.4,1014.4,516
2022,06,07,16,11.5,20.5,7.9,0,202,9,33.8,1012.8,156
2022,06,08,15.7,12.8,20.4,5.5,0,161,9.7,38.9,1008.2,108
2022,06,09,15.5,10.8,19.9,1.5,0,248,11.2,31.3,1014.9,294
2022,06,10,17.6,9.2,24,0,0,150,8.6,25.9,1021.6,288
2022,06,11,20.5,14.6,25.2,0,0,199,8.6,27.7,1021.4,342
2022,06,12,18.5,10.6,24.2,0,0,299,11.2,33.8,1021,864
2022,06,13,15.4,8.8,21.4,0,0,290,13,43.9,1021.4,498
2022,06,14,16,5.8,23.8,0,0,38,6.8,29.2,1020.9,900
2022,06,15,20,8.6,29.1,0,0,28,7.9,38.9,1016.6,846
2022,06,16,19.4,12.8,25.5,0,0,341,13,38.9,1020.3,828
2022,06,17,21.6,9.8,30.2,0,0,122,9.7,29.2,1021.9,840
2022,06,18,27.4,16.5,35.5,0,0,156,9.7,34.6,1014.4,768
2022,06,19,21.2,15.1,26.3,11.5,0,295,16.9,46.4,1008.9,618
2022,06,20,15.4,8.6,21.1,4.3,0,309,13.3,40,1014.4,366
2022,06,21,16.7,6,23.8,0,0,68,8.3,22.7,1013.6,528
2022,06,22,20.3,8.8,29.3,0,0,68,7.6,27.7,1010.7,858
2022,06,23,24.4,15,31.1,13.8,0,118,12.2,33.5,1009.5,876
2022,06,24,19.8,15.7,25,5.9,0,195,10.8,42.1,1007.2,180
2022,06,25,21,15.6,26,0.9,0,142,10.1,40.7,1010.9,498
2022,06,26,17.6,14.5,21.2,1.8,0,335,7.6,22.3,1014.6,36
2022,06,27,16.6,10.5,21.4,4.1,0,246,6.8,48.2,1016.4,72
2022,06,28,18.1,9,25.1,0,0,103,8.3,27.7,1019.6,864
2022,06,29,19.8,12.6,27.4,0,0,102,6.5,18.4,1013.2,432
2022,06,30,21,13.8,31.1,2.2,0,131,11.2,52.9,1010.7,690
2022,07,01,16.8,10.8,22.1,0,0,259,10.4,29.2,1018.1,330
2022,07,02,19.1,8.8,26.9,0,0,132,10.1,36.4,1019.9,768
2022,07,03,19.8,11.4,26.8,0,0,288,11.9,35.3,1017.3,708
2022,07,04,18.3,10.4,25.3,0,0,296,8.3,27.7,1019.5,858
2022,07,05,18.6,9.9,25.1,0,0,2,12.6,38.2,1021.3,594
2022,07,06,16.5,9.8,21.7,0,0,294,11.9,31,1024,486
2022,07,07,17.2,15,20.5,3.5,0,284,19.8,53.6,1022.5,162
2022,07,08,17.7,12.2,24,0,0,336,11.9,31,1029.4,438
2022,07,09,18.4,12.2,24.9,0.5,0,335,13,37.1,1025.7,336
2022,07,10,15.2,10.3,18,0,0,323,9.7,33.5,1024.9,102
2022,07,11,17.5,12.6,21.6,0,0,328,7.9,20.5,1023.2,120
2022,07,12,20.6,10.1,29.4,0,0,132,6.5,32.8,1023.5,744
2022,07,13,23.7,17.2,32.1,0,0,102,12.6,47.5,1019.5,222
2022,07,14,20,12.5,26.2,0,0,328,14.8,42.1,1018.8,300
2022,07,15,16.9,11.5,23.4,0,0,340,11.2,29.2,1021.5,498
2022,07,16,17.6,9.1,24.6,0,0,9,11.9,38.9,1022.9,534
2022,07,17,18.8,7.3,27.8,0,0,51,7.6,24.1,1025.4,864
2022,07,18,24.3,11.3,35.1,0,0,141,7.6,26.6,1021.2,900
2022,07,19,28.4,15.8,38,0,0,118,13,39.6,1015.8,894
2022,07,20,26.3,17.8,31.7,9.3,0,315,14.4,40,1015.8,576
2022,07,21,18.6,16.3,23.3,8.2,0,229,11.9,36.4,1019.1,126
2022,07,22,18.4,15.5,23.1,0.4,0,334,8.6,27.7,1018.8,192
2022,07,23,20.1,14.1,26.5,0,0,331,10.1,29.2,1018.1,798
2022,07,24,24.1,12.8,32.3,0,0,133,9,24.1,1016.4,834
2022,07,25,23.8,17.2,30.4,0.1,0,214,14.4,50,1010,420
2022,07,26,19.2,16.2,24.2,1.2,0,279,14.4,36.4,1015.6,216
2022,07,27,16.6,11.5,22.4,0,0,342,12.6,32,1018.6,510
2022,07,28,19.1,8.4,26.4,0,0,79,8.6,31.3,1015.9,450
2022,07,29,20.6,14.2,26.9,0,0,324,10.4,32.8,1015,540
2022,07,30,20.2,12.6,27.1,0,0,286,9.7,33.5,1017.7,738
2022,07,31,22.4,15.8,28.8,0.1,0,240,11.9,40,1015.8,204
2022,08,01,21.5,13.9,26.5,0.1,0,302,11.9,31.3,1016.7,210
2022,08,02,22,12,30.7,0,0,179,9.4,29.5,1016.6,732
2022,08,03,25.2,15,34.8,0,0,120,8.3,31.3,1014,810
2022,08,04,25.4,16,36,3.8,0,128,11.2,37.1,1012,498
2022,08,05,18.7,11.8,23.4,0,0,318,12.6,35.3,1017.2,108
2022,08,06,16,8.3,23.2,0,0,14,8.6,36.4,1026,714
2022,08,07,17.6,6.7,26.8,0,0,25,8.3,40,1023.2,834
2022,08,08,19.6,8.7,28.5,0,0,352,10.1,37.8,1023.3,834
2022,08,09,22.1,11.8,30.3,0,0,358,10.1,33.5,1024.6,822
2022,08,10,23.8,12.2,32,0,0,88,9,32,1022.9,828
2022,08,11,23.9,11.4,32.3,0,0,106,9.7,37.1,1019.9,828
2022,08,12,24.6,11.5,32.2,0,0,105,13,42.1,1017.2,822
2022,08,13,24.7,13.7,32.7,0,0,105,10.1,35.3,1014.5,822
2022,08,14,25.3,15.7,33.3,0,0,117,9.7,29.5,1007,618
2022,08,15,21.5,17,25.8,1.8,0,160,9,28.4,1004.6,66
2022,08,16,23.4,15.6,30.4,0,0,129,8.3,24.1,1007.7,582
2022,08,17,22.2,16.5,27.4,0,0,257,9.4,26.6,1009.9,318
2022,08,18,19.5,14.1,25.2,0,0,275,6.5,24.8,1012.5,150
2022,08,19,21,13.9,27.8,7.2,0,271,10.8,34.6,1013.4,378
2022,08,20,19.6,12.9,24.8,0.4,0,282,10.8,30.2,1016.2,390
2022,08,21,18.9,9.3,27,0,0,329,9,26.6,1015.9,654
2022,08,22,20.9,11.5,30.1,0,0,73,6.8,23.4,1013.9,504
2022,08,23,22.9,12.4,31.8,0,0,151,7.9,24.1,1014.7,708
2022,08,24,24.8,14.4,33.7,0,0,104,8.3,25.2,1016.5,768
2022,08,25,24.9,15.7,32.9,0,0,122,9.7,33.8,1014.1,774
2022,08,26,21.3,18.4,24.3,0,0,296,14.4,35.3,1014.2,0
2022,08,27,18.3,16,21.1,0.1,0,324,12.2,25.9,1015.9,0
2022,08,28,19.2,13.1,24.8,0,0,5,13,33.5,1018.5,618
2022,08,29,17.7,7.6,25.6,0,0,9,6.5,26.6,1019.9,600
2022,08,30,21.6,12.6,29.6,7.1,0,60,9.4,33.5,1018.3,516
2022,08,31,19.7,15.4,24.9,0,0,89,9,32.8,1019.5,276
2022,09,01,20,10.1,25.9,0,0,114,10.4,37.8,1018.3,732
2022,09,02,20.4,15.6,26.2,0,0,107,15.1,43.2,1014.1,606
2022,09,03,18.4,14.8,25.7,2.6,0,117,12.2,34.6,1011.7,282
2022,09,04,20.1,12.7,27.8,0,0,129,7.6,19.1,1017.2,654
2022,09,05,22,14.3,30.4,0.2,0,114,7.9,25.2,1018,534
2022,09,06,23,14.4,31.5,11.3,0,125,9.7,53.6,1014.2,642
2022,09,07,19.9,14.3,25.8,6,0,180,7.9,33.5,1011.9,498
2022,09,08,17.7,14.9,22.9,7.1,0,173,11.2,48.6,1008.5,216
2022,09,09,17,13.9,21.8,5.5,0,178,14.8,40.7,1009.1,126
2022,09,10,16.3,14.2,18.9,7.3,0,208,12.6,38.2,1011.9,12
2022,09,11,16.5,11.2,21.5,0,0,312,8.3,24.1,1017.9,366
2022,09,12,18.3,10.6,25.1,0,0,125,10.4,34.6,1014.1,582
2022,09,13,19.8,14.1,27,16.3,0,147,7.2,20.5,1009.1,354
2022,09,14,17,14.2,18.6,19.1,0,327,7.2,20.5,1004.7,0
2022,09,15,14.9,10.7,18.7,0,0,285,10.4,33.5,1008.1,36
2022,09,16,12.7,9.6,17.8,2.2,0,272,14,50.8,1010.7,264
2022,09,17,11.5,9.6,15.8,4.4,0,281,14.8,50.8,1013.8,192
2022,09,18,10.7,7.3,13.1,13.3,0,270,16.2,53.6,1014.8,0
2022,09,19,11.9,8.4,16.7,0.1,0,285,13.7,59.4,1019.2,114
2022,09,20,11.8,6.8,16,0,0,309,9,29.5,1023,240
2022,09,21,10.1,2,18.5,0,0,114,7.2,18.4,1025.6,648
2022,09,22,11.6,3.3,18.8,0,0,127,9.7,27,1022,648
2022,09,23,12.4,4.9,18.8,0,0,117,6.8,16.6,1015.9,288
2022,09,24,12.4,8.2,16.1,4.4,0,82,6.8,17.3,1012.5,0
2022,09,25,12.5,7.7,17.2,0,0,328,10.8,29.5,1012.9,258
2022,09,26,10.2,7.6,13,17.1,0,158,13.3,35.6,1002.4,0
2022,09,27,9.6,7.6,12.8,7.5,0,246,14.4,42.1,997.8,12
2022,09,28,9.7,7.3,13.3,0.1,0,249,10.1,31.3,997.4,12
2022,09,29,8.8,1.8,15.5,0,0,116,6.8,13,1002.8,498
2022,09,30,9.8,1.4,17.6,9.5,0,147,10.1,27.7,1009.7,600
2022,10,01,12.7,10,17.2,6.2,0,209,14.4,47.5,1007.8,174
2022,10,02,13.5,8.5,17,0.2,0,238,10.8,32.8,1018.4,78
2022,10,03,10.8,5.5,16.5,0,0,90,5,13,1026.1,174
2022,10,04,12.1,5.2,19.5,0,0,125,10.1,25.9,1021,516
2022,10,05,15.4,7.3,20,0,0,158,16.2,56.9,1017.7,384
2022,10,06,12.8,4.7,18.1,0,0,250,11.2,42.5,1028.3,612
2022,10,07,10.8,2.9,18.9,0,0,135,8.3,20.5,1022.9,606
2022,10,08,11,3.7,17.2,0.4,0,222,10.8,37.1,1021.3,342
2022,10,09,9.3,0.5,17.4,0,0,117,12.2,39.6,1021.7,606
2022,10,10,12.9,6.8,19.5,0,0,125,11.9,37.1,1016.9,372
2022,10,11,8.3,2.6,15.2,0,0,73,5.8,13.7,1025.7,318
2022,10,12,8.8,0.3,16.2,0,0,118,6.8,18,1022.9,342
2022,10,13,12.3,7.5,16.5,0.6,0,135,9,25.2,1017.8,48
2022,10,14,13.8,11.9,15.4,1.5,0,131,10.1,25.9,1011.5,0
2022,10,15,15.4,12.6,19.8,0.2,0,170,9.7,42.5,1007.8,24
2022,10,16,16.2,12.6,20.3,0,0,163,10.4,24.1,1014.8,228
2022,10,17,18,15.3,21.3,10,0,123,10.1,28.4,1020.9,144
2022,10,18,14.4,7.1,18.5,0.2,0,344,5.4,20.5,1026.5,144
2022,10,19,10.3,3.7,16.8,0,0,103,10.1,21.6,1024.5,486
2022,10,20,12,9.5,14.3,2.9,0,111,18.4,38.9,1013.8,0
2022,10,21,15.1,11.7,19.2,2.6,0,123,11.2,37.1,1008.6,96
2022,10,22,14.9,12,18.7,0,0,123,9.7,27,1013.4,108
2022,10,23,15.2,12.5,18.4,4.4,0,114,15.8,35.3,1010.1,54
2022,10,24,16,11.4,18.8,0,0,178,17.3,46.4,1009,60
2022,10,25,13.8,11.3,17.6,0,0,172,9.7,25.9,1015.4,60
2022,10,26,15.8,11.5,22.1,0.1,0,147,10.8,25.9,1017,342
2022,10,27,16.7,10.8,21.3,0.1,0,111,14,31.3,1021.3,396
2022,10,28,18.8,13.4,24.6,0,0,129,10.8,27,1019,180
2022,10,29,17.3,12.4,21,0,0,111,11.5,24.1,1019,18
2022,10,30,16.1,10,22.1,0,0,126,9.7,22.7,1017.8,408
2022,10,31,13.9,8.3,18.5,0,0,113,13.3,36.4,1017.1,114
2022,11,01,14.5,8.9,17.8,0,0,175,16.9,48.2,1015.5,462
2022,11,02,12.2,7.8,16.1,0,0,185,15.8,39.6,1019.8,402
2022,11,03,11.2,8.2,13.3,4.8,0,133,16.6,36.4,1008.4,54
2022,11,04,9.4,5.6,12.9,2.6,0,184,7.6,18.4,1007.2,30
2022,11,05,8.1,4.4,11.7,0,0,186,9.7,27.7,1017.6,252
2022,11,06,8.9,6.1,12.7,0.2,0,137,16.2,40,1012.6,222
2022,11,07,12.1,8.2,15.4,0,0,181,15.5,40,1012,6
2022,11,08,13.1,9.6,16.3,0,0,147,17.6,43.2,1009,54
2022,11,09,13.6,10.3,15.7,0,0,190,15.1,43.9,1010.8,186
2022,11,10,10.4,7.3,15.2,0,0,178,13,34.6,1024.7,450
2022,11,11,9.5,6.1,15,0,0,119,13,24.1,1030.9,342
2022,11,12,8.7,1.1,14.9,0,0,114,10.8,26.6,1030.4,408
2022,11,13,7.8,0.5,17.1,0,0,115,7.2,14.8,1021.9,474
2022,11,14,6.1,0.1,11,0,0,125,13.3,35.3,1012.4,6
2022,11,15,12.1,9.3,14.3,17,0,133,15.8,34.6,1006.2,204
2022,11,16,11,8.4,13.9,1.4,0,147,14.4,35.3,999.4,330
2022,11,17,10.6,6.4,13.8,1.8,0,151,19.4,49.3,991.8,48
2022,11,18,8.5,6.5,11.8,7.7,0,122,6.8,18.4,1001.8,102
2022,11,19,3.7,2,7.5,0,0,89,13.3,35.6,1010.2,0
2022,11,20,4.2,1.3,8.2,8.5,0,119,10.4,52.6,1008.6,6
2022,11,21,6.9,6,9.4,0.8,0,205,14.8,44.3,1000.6,84
2022,11,22,6.8,3.3,8.9,0,0,160,16.6,38.9,995.3,108
2022,11,23,8.2,5,10.1,5,0,160,15.5,40,999.9,54
2022,11,24,8.1,4.9,12.2,2.3,0,180,12.6,31.3,1010.1,162
2022,11,25,8.8,5.9,12.1,0.4,0,192,10.1,34.6,1016.7,204
2022,11,26,6,2.5,8.2,0,0,136,10.4,24.1,1028.9,198
2022,11,27,6.5,4,9.1,5.6,0,126,18,37.1,1020.6,42
2022,11,28,6.4,5.2,7.4,4.5,0,122,10.8,25.9,1011.7,0
2022,11,29,7.5,6.4,8.7,0.7,0,292,7.2,16.6,1017.7,0
2022,11,30,6.2,5.2,6.7,0.1,0,325,10.1,20.5,1022.9,0
2022,12,01,5.2,3.6,6.5,0,0,356,11.5,25.2,1025.1,30
2022,12,02,2.7,-0.6,4.2,0.1,0,21,9.7,25.9,1021.9,0
2022,12,03,1.8,0.5,2.6,0,0,83,8.6,22.3,1019.1,0
2022,12,04,1.5,0.2,2.3,4.7,0,70,9.4,29.5,1015.8,0
2022,12,05,1.3,0.1,2.4,1.5,0,224,5,13,1018.1,0
2022,12,06,3.2,1.4,4.9,0.9,0,268,5.8,22.7,1018.6,0
2022,12,07,4.6,3.5,6,1,0,273,9.7,29.5,1015.3,0
2022,12,08,3.2,0.2,4.6,0.7,0,238,9.7,30.2,1008.4,0
2022,12,09,0.5,-3.4,4.1,0,0,72,5,13,1006,78
2022,12,10,-1.3,-3.7,0.4,0,0,100,5.4,13,1010.1,0
2022,12,11,0,-0.8,1.1,0.1,0,141,5.4,14.8,1010.4,6
2022,12,12,-1.1,-4.7,1.7,0,0,136,6.1,13,1012,348
2022,12,13,-3.1,-8.2,-0.2,0,0,110,9.7,27,1009.9,270
2022,12,14,-3.4,-8.7,-1.7,0.2,0,112,6.8,22.3,1003.1,0
2022,12,15,-7,-11.1,-3.3,0,0,122,5.4,14.8,1008.9,132
2022,12,16,-7.1,-13.8,-1.7,0,0,119,4.3,14.8,1015.5,378
2022,12,17,-4.7,-6.2,-2.6,0,0,109,10.8,20.5,1026.3,216
2022,12,18,-3.9,-9.4,-0.8,1.4,0,120,19.8,46.4,1026.9,144
2022,12,19,4.3,-0.8,10.8,2.4,0,130,19.8,37.1,1019.3,0
2022,12,20,10.2,8.4,11.9,3.1,0,129,13,25.9,1013.2,0
2022,12,21,9.5,7.3,11.2,10.9,0,179,9,31.3,1010,42
2022,12,22,9.6,8.6,10.4,6.4,0,178,11.2,31.3,1004.5,18
2022,12,23,10.2,8.8,13.2,10.5,0,208,14.4,55.1,1004.2,0
2022,12,24,10,7.7,12.5,0.2,0,227,13,42.5,1012.7,42
2022,12,25,10.6,8.3,13.5,7.1,0,143,13.3,31.3,1012.1,0
2022,12,26,9.1,1.8,13.3,4.6,0,246,12.6,41.4,1015,0
2022,12,27,4.4,1.1,9,0,0,195,12.2,35.3,1024.5,162
2022,12,28,8.9,4.4,11.3,2.1,0,185,18.7,45.7,1012.5,0
2022,12,29,10.3,4.6,12.6,0,0,211,19.1,50,1006.2,0
2022,12,30,7.8,2.7,13.5,3.6,0,163,18,43.9,1008.2,24
2022,12,31,16.2,13.1,17.9,0,0,194,22.7,53.6,1009.2,0
2023,01,01,13.5,10.8,15.5,3.1,0,180,16.2,37.1,1014.9,0
2023,01,02,11.4,7,15,4.5,0,210,14,41.4,1017.4,0
2023,01,03,7.7,4.4,11.5,2.4,0,195,13,33.5,1027,192
2023,01,04,10.7,7.1,13.1,3.7,0,205,21.2,52.9,1018.4,0
2023,01,05,10.6,9,12.3,3.9,0,248,17.3,47.5,1019.8,24
2023,01,06,10.6,9.5,11.6,0.4,0,201,13,42.1,1018.7,6
2023,01,07,10.1,7.8,11.3,1.7,0,159,16.9,45,1012.2,48
2023,01,08,9.5,6.1,11.1,4.5,0,173,15.5,43.9,1001.6,36
2023,01,09,6.7,2.7,8.6,0,0,211,14.8,42.1,1001,6
2023,01,10,6.3,4.8,8.2,7.1,0,205,16.6,37.8,1016.3,126
2023,01,11,9.1,6.5,10.6,5.9,0,200,17.3,45.7,1011.9,72
2023,01,12,10.1,8.1,11.6,13.1,0,213,23.4,46.4,1009.2,0
2023,01,13,8.7,7.3,11.5,1.7,0,237,20.5,70.2,1009.7,54
2023,01,14,8.6,5.6,12,9.9,0,191,19.1,51.1,1007.5,0
2023,01,15,6.3,3.9,8,1.1,0,225,21.6,61.2,1002,132
2023,01,16,4.6,3.1,5.6,2.9,0,160,22,51.8,985.3,0
2023,01,17,1.3,-3.6,4.7,0,0,198,11.5,49.3,987.5,324
2023,01,18,-1.4,-5.8,3.6,0,0,154,8.3,22.3,996.7,288
2023,01,19,1,-1.4,3,5.8,0,210,10.8,29.5,1005.9,12
2023,01,20,0.4,-3,2,0.2,0,152,10.4,25.9,1015.5,42
2023,01,21,-1.9,-7.3,1,0,0,13,8.6,29.5,1028.7,102
2023,01,22,0.7,-0.4,1.7,0,0,342,11.2,31.3,1030.3,0
2023,01,23,1.8,-1,3.5,0,0,18,9,19.8,1034.8,0
2023,01,24,2.1,0.9,2.8,0,0,83,9,20.5,1036.9,0
2023,01,25,-0.1,-1.4,0.9,0,0,106,6.1,16.6,1031.7,0
2023,01,26,-0.2,-1.9,2,0.5,0,301,7.2,20.5,1023.4,0
2023,01,27,3,0.8,6.1,0,0,3,13,31.3,1024.3,84
2023,01,28,-0.9,-6,2.3,0,0,9,8.3,20.5,1029.3,42
2023,01,29,-1.9,-8,2.6,0.1,0,147,9,28.4,1027.4,0
2023,01,30,5.7,2.5,7.8,0.6,0,263,21.2,59.8,1019.4,78
2023,01,31,5.2,1.1,7.4,0.6,0,248,14.8,46.4,1022.7,0
2023,02,01,6.5,4.7,7.9,2.1,0,266,22,58,1020,0
2023,02,02,7.8,6.6,9,0.3,0,272,20.5,46.8,1023.6,0
2023,02,03,8.9,7.7,9.5,0.2,0,279,23,55.1,1026.3,0
2023,02,04,7,5.3,9.5,2.3,0,317,9.4,37.1,1034.9,42
2023,02,05,5.3,3.2,6.4,3.8,0,349,13.7,53.6,1036.5,0
2023,02,06,2.1,-1.8,5.9,0,0,346,8.6,29.2,1040.1,168
2023,02,07,-0.1,-6.3,6.1,0,0,107,9,29.5,1039.3,516
2023,02,08,0.6,-7.3,7.6,0,0,125,10.8,32,1036.6,522
2023,02,09,0.4,-3.5,5.8,0,0,131,7.9,20.5,1033.3,456
2023,02,10,3.6,-1.9,8.1,0,0,167,7.6,32,1036.7,204
2023,02,11,5.4,3.6,7.4,0,0,222,6.5,25.9,1035.6,0
2023,02,12,7.5,4.7,10.1,0,0,111,5.4,24.1,1037.8,0
2023,02,13,9.3,5.7,14.6,0,0,130,14,29.2,1035.9,540
2023,02,14,6,1.5,11.8,0,0,122,13,25.9,1032.8,540
2023,02,15,4.6,-0.4,11.5,0,0,121,14,31.3,1026.8,480
2023,02,16,6.2,0.3,11.1,0.3,0,140,12.2,24.1,1023.7,120
2023,02,17,12.4,9.2,16.7,0,0,236,18.7,59.8,1020.8,48
2023,02,18,10.3,9.3,11.2,5,0,251,19.8,61.6,1020.6,0
2023,02,19,8.9,4.2,10.9,3.5,0,275,15.8,38.2,1022.7,0
2023,02,20,6.8,3.1,11.9,0,0,259,11.2,36.4,1023.6,420
2023,02,21,7.8,4.2,13.1,0,0,241,6.1,21.6,1018.7,276
2023,02,22,7.7,-0.4,14.4,5,0,114,7.9,27.7,1012.4,192
2023,02,23,7.9,5.5,9,0.2,0,332,8.3,24.1,1013.6,0
2023,02,24,4.5,3.3,6.5,2.9,0,292,14,47.5,1008.4,0
2023,02,25,2.9,-3.3,5.9,0.5,0,322,17.6,52.9,1009.6,204
2023,02,26,-0.3,-3.9,4.2,0,0,22,14.4,45.7,1021.9,360
2023,02,27,0.4,-6.9,6.6,0,0,58,11.2,33.8,1027.8,534
2023,02,28,0.9,-3.3,5.7,0,0,62,13.3,40,1029.1,588
2023,03,01,1,-7.5,9.1,0,0,57,7.6,29.5,1025.6,582
2023,03,02,3.4,-5.3,12.9,0,0,26,7.6,27,1021,594
2023,03,03,0.3,-4.3,5.4,0,0,318,7.2,25.2,1024.3,264
2023,03,04,3.6,0,6.9,0.1,0,309,9.4,29.5,1023.4,6
2023,03,05,3.5,2.5,5.1,1.1,0,279,9.7,27,1015.7,0
2023,03,06,3.1,1.8,4.8,1,0,249,11.5,33.5,1005.4,0
2023,03,07,2.9,-0.1,6,12.3,0,240,15.8,48.6,998.7,0
2023,03,08,1.5,-0.1,5.2,11.2,0,117,9.4,20.5,994,0
2023,03,09,7.3,2.3,12.6,5.7,0,204,9.4,32.8,993.8,0
2023,03,10,7.7,0.7,12.7,6.2,0,218,22.7,83.2,991.1,48
2023,03,11,1.6,-2.4,5.5,0.2,0,300,9,50,1010.2,354
2023,03,12,5.9,0.5,11.7,1.2,0,161,11.9,40.7,1009.7,0
2023,03,13,13.1,9.3,17,2.7,0,202,18.7,62.3,998.3,42
2023,03,14,7.7,1.4,11.9,10.1,0,250,18.4,67.3,998.6,6
2023,03,15,3.1,0.1,7.7,0,0,234,9.4,27,1017.4,210
2023,03,16,6.7,1.8,11.7,0,0,132,19.4,50.8,1015.6,222
2023,03,17,11.1,6.9,16.6,3.4,0,131,17.6,38.2,1008.9,378
2023,03,18,12.4,7.5,17.3,0.8,0,165,11.9,27,1010.6,426
2023,03,19,11.1,8.7,13.9,0.6,0,160,8.6,27.7,1014.3,72
2023,03,20,9.1,6,10.9,0,0,253,10.4,27.7,1019.3,6
2023,03,21,9.8,8,12.6,3.7,0,163,13.3,31.3,1014.5,66
2023,03,22,11.9,7.4,15,0.4,0,188,16.6,42.1,1008.6,156
2023,03,23,13.4,10.9,15.7,0.8,0,203,20.9,63.7,1005,30
2023,03,24,12.4,7.9,17.4,4.1,0,224,18.4,68,1003.1,234
2023,03,25,9.9,7.2,13.9,2.9,0,238,22.7,71.6,1005.7,102
2023,03,26,7.5,2.7,9.5,13.4,0,204,15.5,44.3,1004.1,0
2023,03,27,3.1,-0.6,7.9,0.4,0,319,16.6,50,1019.9,348
2023,03,28,4.2,-1.9,10.2,1.1,0,190,10.1,53.6,1024.5,462
2023,03,29,10.6,4.5,16.2,0,0,148,12.2,32,1014.1,42
2023,03,30,13.6,8.7,17,7.3,0,212,17.6,69.8,1007.9,270
2023,03,31,11.7,9.3,15,2.9,0,200,19.4,55.4,997.6,18
2023,04,01,9.8,8.4,11.1,5.2,0,245,19.4,46.4,998.7,0
2023,04,02,6.3,1.2,8.4,0.1,0,39,15.8,40,1018.6,0
2023,04,03,4.8,-1.6,10.4,0,0,69,15.8,43.2,1028.8,738
2023,04,04,4,-2.3,10.2,0,0,67,9.7,29.2,1026.7,702
2023,04,05,5.5,-1.6,11.5,0,0,129,7.2,22.3,1021.2,720
2023,04,06,6.2,-2.3,13.2,10.7,0,146,12.2,39.6,1016.5,348
2023,04,07,8.2,7,9.7,5.3,0,294,10.4,27.7,1016.8,6
2023,04,08,8.7,6.5,12.6,0,0,333,9,22.3,1023.4,72
2023,04,09,9.5,3.1,14.7,0,0,114,12.6,35.3,1023.7,378
2023,04,10,11.7,5.2,18.5,5.5,0,149,19.1,46.4,1016.5,372
2023,04,11,10.4,7.6,14.8,2.7,0,247,17.3,53.6,1012.2,306
2023,04,12,8.3,4,14.1,6.5,0,168,15.1,59.4,1000.7,96
2023,04,13,9.2,4.3,14,4.3,0,225,18,51.1,1003.5,252
2023,04,14,8.9,-0.5,15.8,0,0,144,7.2,26.6,1008,684
2023,04,15,7.4,0.4,13.5,0.5,0,24,15.5,40.7,1012.1,258
2023,04,16,9.7,7.3,13.4,4.7,0,336,16.2,29.5,1021.6,18
2023,04,17,11.1,6.8,15.5,0,0,10,12.6,35.3,1023.8,240
2023,04,18,10.6,4.3,15.4,0,0,79,17.3,38.2,1024.3,432
2023,04,19,11.8,4.9,16.1,0.2,0,53,17.3,47.5,1022.4,618
2023,04,20,7.5,4.4,12.3,6.4,0,50,15.1,50.8,1016.3,144
2023,04,21,10.8,3.6,18.6,0.8,0,113,11.5,45,1011.2,426
2023,04,22,14.3,6.6,21.4,1.9,0,160,14.8,42.5,1007.1,264
2023,04,23,13,8.7,18.1,0.7,0,169,14.4,51.8,1005.2,186
2023,04,24,9,4.8,12.7,8.1,0,248,16.9,58,1006.3,72
2023,04,25,7.1,1.9,11.5,0,0,308,14.4,38.9,1013.8,216
2023,04,26,6,-1.5,11.5,0,0,359,7.6,25.9,1018.6,486
2023,04,27,10.3,3.4,15.6,0.1,0,45,7.2,21.6,1017.8,558
2023,04,28,13.7,9.3,20.9,1.8,0,114,13.7,48.2,1011.2,210
2023,04,29,10.5,5.9,13.1,0,0,308,11.2,29.5,1017.9,0
2023,04,30,12.3,2.6,19.2,0,0,89,7.9,30.2,1020.2,522
2023,05,01,12.8,7.7,19.1,0.4,0,130,7.6,37.1,1015.3,98
2023,05,02,10,3.9,14.1,0,0,321,13,36.4,1023.7,237
2023,05,03,10.4,0,19.1,0,0,96,7.6,27.7,1025.6,813
2023,05,04,15.4,2,23.4,0,0,132,14,42.1,1018,743
2023,05,05,14.7,10.7,21.5,10.9,0,92,6.8,60.5,1015.9,261
2023,05,06,14,7.5,20.8,4.1,0,117,6.1,24.1,1016.3,445
2023,05,07,16.3,11.9,22.9,1.5,0,108,8.3,27.7,1016.6,138
2023,05,08,15,12.5,19.2,0.1,0,112,10.4,25.9,1020.1,121
2023,05,09,15.9,12.3,20.7,31.6,0,151,11.5,36.4,1012,67
2023,05,10,13.3,11,17.1,7.1,0,269,8.6,27.7,1011,47
2023,05,11,13,10.1,16.4,8.1,0,273,7.6,25.9,1014.2,55
2023,05,12,15,10.9,19.6,0,0,73,11.9,36.4,1015.7,99
2023,05,13,13.5,7.5,20.5,6.7,0,92,7.9,38.9,1018.6,439
2023,05,14,14.1,4.6,21.4,0,0,98,7.9,35.3,1015.8,461
2023,05,15,13.8,9.2,20,4.3,0,299,15.5,40.7,1013.4,380
2023,05,16,10.9,6.4,15.6,0,0,334,21.2,43.9,1019.6,390
2023,05,17,10.1,4.1,15.9,0,0,344,11.9,40.7,1025.2,536
2023,05,18,11.3,1.2,18.7,0,0,75,9,33.5,1025.3,795
2023,05,19,13.8,3.3,21.6,0,0,91,8.3,35.3,1022.8,704
2023,05,20,14.3,6.3,19.7,0,0,46,11.9,34.6,1019.1,105
